step,wall_time,train_approx_kl,relative_seconds,relative_time
24000,1749899489.0360074,0.001207655412144959,0.0,0:00:00
36000,1749899502.2346678,0.0011516385711729527,13.198660373687744,0:00:13.198660
48000,1749899515.438844,0.0014602623414248228,26.402836561203003,0:00:26.402837
60000,1749899528.9100873,0.0007130030426196754,39.87407994270325,0:00:39.874080
72000,1749899542.2959626,0.0008572585065849125,53.259955167770386,0:00:53.259955
84000,1749899555.795244,0.0010069456184282899,66.75923657417297,0:01:06.759237
96000,1749899569.437922,0.0009456270490773022,80.40191459655762,0:01:20.401915
108000,1749899583.0500772,0.001276819035410881,94.01406979560852,0:01:34.014070
120000,1749899596.5838134,0.001165900845080614,107.54780602455139,0:01:47.547806
132000,1749899610.1012104,0.0013264958979561925,121.06520295143127,0:02:01.065203
144000,1749899623.5149858,0.0010594269260764122,134.47897839546204,0:02:14.478978
156000,1749899636.8316624,0.002092052949592471,147.79565501213074,0:02:27.795655
168000,1749899650.0171075,0.0021076970733702183,160.98110008239746,0:02:40.981100
180000,1749899663.140113,0.001949195982888341,174.10410571098328,0:02:54.104106
192000,1749899676.35342,0.002058085985481739,187.3174126148224,0:03:07.317413
204000,1749899689.5728307,0.002212516264989972,200.53682327270508,0:03:20.536823
216000,1749899702.7992926,0.0029482413083314896,213.7632851600647,0:03:33.763285
228000,1749899716.0265903,0.003956201486289501,226.99058294296265,0:03:46.990583
240000,1749899729.1712937,0.003024282166734338,240.13528633117676,0:04:00.135286
252000,1749899742.3674781,0.003382227150723338,253.33147072792053,0:04:13.331471
264000,1749899755.5580096,0.0034260209649801254,266.5220022201538,0:04:26.522002
276000,1749899768.7752113,0.005172952078282833,279.7392039299011,0:04:39.739204
288000,1749899781.910006,0.004469985142350197,292.8739986419678,0:04:52.873999
300000,1749899795.0988567,0.005659561138600111,306.0628492832184,0:05:06.062849
312000,1749899808.2445178,0.005967099219560623,319.20851039886475,0:05:19.208510
324000,1749899821.2035253,0.005852727685123682,332.1675179004669,0:05:32.167518
336000,1749899834.4500961,0.006216254085302353,345.4140887260437,0:05:45.414089
348000,1749899847.5885055,0.0056778378784656525,358.5524981021881,0:05:58.552498
360000,1749899860.9471905,0.006952045019716024,371.9111831188202,0:06:11.911183
372000,1749899874.243099,0.006418677978217602,385.2070915699005,0:06:25.207092
384000,1749899887.7412522,0.0067720720544457436,398.7052447795868,0:06:38.705245
396000,1749899901.232124,0.00643422594293952,412.1961166858673,0:06:52.196117
408000,1749899914.5850506,0.005974450148642063,425.54904317855835,0:07:05.549043
420000,1749899927.8414152,0.007217802107334137,438.80540776252747,0:07:18.805408
432000,1749899941.0137892,0.00785230565816164,451.9777817726135,0:07:31.977782
444000,1749899954.144686,0.007471116725355387,465.10867857933044,0:07:45.108679
456000,1749899967.261159,0.007288086228072643,478.2251515388489,0:07:58.225152
468000,1749899980.3529308,0.008055664598941803,491.31692337989807,0:08:11.316923
480000,1749899993.534934,0.008930730633437634,504.4989266395569,0:08:24.498927
492000,1749900006.7096019,0.00816061906516552,517.6735944747925,0:08:37.673594
504000,1749900019.9755273,0.008517710492014885,530.9395198822021,0:08:50.939520
516000,1749900033.1792197,0.00919717364013195,544.1432123184204,0:09:04.143212
528000,1749900046.4681063,0.008412031456828117,557.432098865509,0:09:17.432099
540000,1749900059.6202772,0.009695340879261494,570.5842697620392,0:09:30.584270
552000,1749900072.7857761,0.00993381254374981,583.7497687339783,0:09:43.749769
564000,1749900085.690294,0.010370620526373386,596.6542866230011,0:09:56.654287
576000,1749900098.4852135,0.01268187165260315,609.4492061138153,0:10:09.449206
588000,1749900111.5359852,0.007218239363282919,622.4999778270721,0:10:22.499978
600000,1749900124.7050962,0.006391245871782303,635.6690888404846,0:10:35.669089
612000,1749900137.865746,0.0029350360855460167,648.8297386169434,0:10:48.829739
624000,1749900151.1199348,0.0045126983895897865,662.0839273929596,0:11:02.083927
636000,1749900164.223074,0.002556909341365099,675.1870665550232,0:11:15.187067
648000,1749900177.187314,0.0033319578506052494,688.1513066291809,0:11:28.151307
660000,1749900190.1824262,0.0042733377777040005,701.1464188098907,0:11:41.146419
672000,1749900203.164494,0.003400521818548441,714.1284866333008,0:11:54.128487
684000,1749900216.2604647,0.004711782094091177,727.2244572639465,0:12:07.224457
696000,1749900229.2655842,0.005377366207540035,740.2295768260956,0:12:20.229577
708000,1749900242.2543108,0.003998637665063143,753.2183034420013,0:12:33.218303
720000,1749900255.2642734,0.007637520786374807,766.2282660007477,0:12:46.228266
732000,1749900268.238591,0.0057138716802001,779.2025835514069,0:12:59.202584
744000,1749900281.3434608,0.006003286689519882,792.3074533939362,0:13:12.307453
756000,1749900294.2411113,0.005620325915515423,805.2051038742065,0:13:25.205104
768000,1749900307.0367966,0.003963555209338665,818.0007891654968,0:13:38.000789
780000,1749900320.0397308,0.0034779682755470276,831.0037233829498,0:13:51.003723
792000,1749900333.1488216,0.0037917462177574635,844.1128141880035,0:14:04.112814
804000,1749900346.3279395,0.005624991841614246,857.2919321060181,0:14:17.291932
816000,1749900359.4417293,0.003947013057768345,870.4057219028473,0:14:30.405722
828000,1749900372.501303,0.004816957749426365,883.4652955532074,0:14:43.465296
840000,1749900385.3706203,0.00403688196092844,896.3346128463745,0:14:56.334613
852000,1749900398.3075488,0.00463157007470727,909.2715413570404,0:15:09.271541
864000,1749900411.2595754,0.005360523238778114,922.2235679626465,0:15:22.223568
876000,1749900424.1742618,0.004889033269137144,935.138254404068,0:15:35.138254
888000,1749900437.0423648,0.004724591504782438,948.0063574314117,0:15:48.006357
900000,1749900449.887346,0.005170491524040699,960.8513386249542,0:16:00.851339
912000,1749900462.7718263,0.006696249358355999,973.735818862915,0:16:13.735819
924000,1749900475.651443,0.00523929949849844,986.6154356002808,0:16:26.615436
936000,1749900488.449939,0.004501040559262037,999.4139316082001,0:16:39.413932
948000,1749900501.0294192,0.004693451803177595,1011.9934117794037,0:16:51.993412
960000,1749900513.7803338,0.006689014378935099,1024.7443263530731,0:17:04.744326
972000,1749900526.7603016,0.004842738155275583,1037.7242941856384,0:17:17.724294
984000,1749900539.7636428,0.002674661111086607,1050.727635383606,0:17:30.727635
996000,1749900552.674669,0.005434019491076469,1063.638661623001,0:17:43.638662
1008000,1749900565.3904083,0.005394503474235535,1076.3544008731842,0:17:56.354401
1020000,1749900578.1601617,0.00642267893999815,1089.1241543293,0:18:09.124154
1032000,1749900590.9349473,0.003375547705218196,1101.8989398479462,0:18:21.898940
1044000,1749900603.7185307,0.006995863281190395,1114.6825232505798,0:18:34.682523
1056000,1749900616.5099025,0.004804319702088833,1127.473895072937,0:18:47.473895
1068000,1749900629.3996978,0.005546079017221928,1140.3636903762817,0:19:00.363690
1080000,1749900642.513005,0.003912254236638546,1153.4769976139069,0:19:13.476998
1092000,1749900655.9444475,0.005323209334164858,1166.9084401130676,0:19:26.908440
1104000,1749900670.0383472,0.00581218209117651,1181.0023398399353,0:19:41.002340
1116000,1749900683.5888526,0.004636673256754875,1194.5528452396393,0:19:54.552845
1128000,1749900698.0260093,0.005619463510811329,1208.9900019168854,0:20:08.990002
1140000,1749900711.6155396,0.004224852658808231,1222.5795321464539,0:20:22.579532
1152000,1749900725.1024837,0.00407384755089879,1236.0664763450623,0:20:36.066476
1164000,1749900739.1150632,0.009653482586145401,1250.0790557861328,0:20:50.079056
1176000,1749900752.35784,0.005470165051519871,1263.3218326568604,0:21:03.321833
1188000,1749900765.4606273,0.004899215418845415,1276.4246199131012,0:21:16.424620
1200000,1749900778.6385849,0.008934100158512592,1289.6025774478912,0:21:29.602577
1212000,1749900792.08086,0.007811091840267181,1303.0448524951935,0:21:43.044852
1224000,1749900805.3541276,0.012711410410702229,1316.3181202411652,0:21:56.318120
1236000,1749900819.0415778,0.004582105670124292,1330.0055704116821,0:22:10.005570
1248000,1749900832.6515224,0.00566506665199995,1343.6155149936676,0:22:23.615515
1260000,1749900845.9826038,0.0028911582194268703,1356.9465963840485,0:22:36.946596
1272000,1749900859.2572274,0.0049029747024178505,1370.2212200164795,0:22:50.221220
1284000,1749900872.3285215,0.0041658915579319,1383.2925140857697,0:23:03.292514
1296000,1749900885.4242022,0.00637270649895072,1396.3881947994232,0:23:16.388195
1308000,1749900898.5441165,0.006764261983335018,1409.5081090927124,0:23:29.508109
1320000,1749900911.5354526,0.004170309752225876,1422.4994451999664,0:23:42.499445
1332000,1749900924.464993,0.004140621516853571,1435.4289855957031,0:23:55.428986
1344000,1749900937.3603137,0.004078425467014313,1448.3243062496185,0:24:08.324306
1356000,1749900950.2773228,0.006090971641242504,1461.2413153648376,0:24:21.241315
1368000,1749900963.2375216,0.005541163496673107,1474.2015142440796,0:24:34.201514
1380000,1749900976.2006614,0.007364373654127121,1487.1646540164948,0:24:47.164654
1392000,1749900989.235692,0.004496789071708918,1500.1996846199036,0:25:00.199685
1404000,1749901001.9967184,0.00474186846986413,1512.9607110023499,0:25:12.960711
1416000,1749901014.7784927,0.00503152422606945,1525.7424852848053,0:25:25.742485
1428000,1749901027.7085443,0.006207550875842571,1538.6725368499756,0:25:38.672537
1440000,1749901040.7817705,0.008633008226752281,1551.7457630634308,0:25:51.745763
1452000,1749901053.9196,0.005856960546225309,1564.8835926055908,0:26:04.883593
1464000,1749901067.0291746,0.004922786261886358,1577.9931671619415,0:26:17.993167
1476000,1749901079.8358233,0.005148435942828655,1590.7998158931732,0:26:30.799816
1488000,1749901092.649283,0.005984132643789053,1603.613275527954,0:26:43.613276
1500000,1749901105.5437865,0.0075589558109641075,1616.507779121399,0:26:56.507779
1512000,1749901118.540575,0.009940150193870068,1629.5045676231384,0:27:09.504568
1524000,1749901131.5112107,0.007687856443226337,1642.4752032756805,0:27:22.475203
1536000,1749901144.4943902,0.007628690451383591,1655.458382844925,0:27:35.458383
1548000,1749901157.4425821,0.0050226058810949326,1668.4065747261047,0:27:48.406575
1560000,1749901170.3106365,0.005720363464206457,1681.2746291160583,0:28:01.274629
1572000,1749901183.1349118,0.00911511480808258,1694.0989043712616,0:28:14.098904
1584000,1749901195.6943295,0.007997982203960419,1706.658322095871,0:28:26.658322
1596000,1749901208.6704686,0.008470864966511726,1719.6344611644745,0:28:39.634461
1608000,1749901221.6694648,0.005577120929956436,1732.6334574222565,0:28:52.633457
1620000,1749901234.847753,0.007099493406713009,1745.8117456436157,0:29:05.811746
1632000,1749901248.1150627,0.005928182974457741,1759.0790553092957,0:29:19.079055
1644000,1749901261.0803876,0.0077275438234210014,1772.0443801879883,0:29:32.044380
1656000,1749901273.9906497,0.005932508036494255,1784.9546422958374,0:29:44.954642
1668000,1749901286.8008318,0.007173327263444662,1797.7648243904114,0:29:57.764824
1680000,1749901299.794748,0.006551366299390793,1810.7587406635284,0:30:10.758741
1692000,1749901312.67796,0.005804050713777542,1823.6419525146484,0:30:23.641953
1704000,1749901325.571418,0.00769617035984993,1836.535410642624,0:30:36.535411
1716000,1749901338.5774155,0.006575290113687515,1849.5414080619812,0:30:49.541408
1728000,1749901351.47848,0.009591355919837952,1862.4424726963043,0:31:02.442473
1740000,1749901364.325266,0.006186929531395435,1875.289258480072,0:31:15.289258
1752000,1749901377.2406127,0.00641675665974617,1888.2046053409576,0:31:28.204605
1764000,1749901389.8379216,0.006086450535804033,1900.801914215088,0:31:40.801914
1776000,1749901402.785317,0.008681624196469784,1913.749309539795,0:31:53.749310
1788000,1749901415.7597206,0.00775553286075592,1926.7237131595612,0:32:06.723713
1800000,1749901428.8783383,0.010417284443974495,1939.8423309326172,0:32:19.842331
1812000,1749901442.066306,0.007809034548699856,1953.0302987098694,0:32:33.030299
1824000,1749901455.192046,0.010565643198788166,1966.1560385227203,0:32:46.156039
1836000,1749901468.2330213,0.005388540215790272,1979.1970138549805,0:32:59.197014
1848000,1749901481.0850816,0.011851642280817032,1992.0490741729736,0:33:12.049074
1860000,1749901493.9666924,0.012482861056923866,2004.930685043335,0:33:24.930685
1872000,1749901506.755213,0.008886033669114113,2017.7192056179047,0:33:37.719206
1884000,1749901519.6600907,0.006917331367731094,2030.6240832805634,0:33:50.624083
1896000,1749901532.6397815,0.007228415459394455,2043.6037740707397,0:34:03.603774
1908000,1749901545.6256695,0.008709794841706753,2056.5896620750427,0:34:16.589662
1920000,1749901558.5392733,0.005894260480999947,2069.5032658576965,0:34:29.503266
1932000,1749901571.38602,0.007308577187359333,2082.3500125408173,0:34:42.350013
1944000,1749901583.9274933,0.0073241195641458035,2094.891485929489,0:34:54.891486
1956000,1749901596.6968055,0.0069490037858486176,2107.660798072815,0:35:07.660798
1968000,1749901609.707893,0.006552523467689753,2120.6718854904175,0:35:20.671885
1980000,1749901622.747631,0.01087732333689928,2133.7116236686707,0:35:33.711624
1992000,1749901635.8789482,0.013891108334064484,2146.8429408073425,0:35:46.842941
2004000,1749901648.883209,0.008083360269665718,2159.8472015857697,0:35:59.847202
2016000,1749901661.8812492,0.00716061145067215,2172.8452417850494,0:36:12.845242
2028000,1749901674.9999168,0.008410792797803879,2185.9639093875885,0:36:25.963909
2040000,1749901688.1628458,0.008112858049571514,2199.1268384456635,0:36:39.126838
2052000,1749901701.0885532,0.007302086800336838,2212.052545785904,0:36:52.052546
2064000,1749901713.9071991,0.007192413322627544,2224.871191740036,0:37:04.871192
2076000,1749901726.7514386,0.006608316209167242,2237.715431213379,0:37:17.715431
2088000,1749901739.6810799,0.008062684908509254,2250.6450724601746,0:37:30.645072
2100000,1749901752.651582,0.008199738338589668,2263.6155745983124,0:37:43.615575
2112000,1749901765.556024,0.006532613188028336,2276.520016670227,0:37:56.520017
2124000,1749901778.5339901,0.0057289437390863895,2289.497982740402,0:38:09.497983
2136000,1749901791.256809,0.012736727483570576,2302.220801591873,0:38:22.220802
2148000,1749901804.148143,0.007653462700545788,2315.1121356487274,0:38:35.112136
2160000,1749901817.326681,0.008788462728261948,2328.290673494339,0:38:48.290673
2172000,1749901830.621197,0.00655500078573823,2341.5851895809174,0:39:01.585190
2184000,1749901844.0637414,0.010059308260679245,2355.027734041214,0:39:15.027734
2196000,1749901857.4409752,0.008596429601311684,2368.4049677848816,0:39:28.404968
2208000,1749901870.6112268,0.005386905279010534,2381.5752193927765,0:39:41.575219
2220000,1749901883.5986633,0.011622760444879532,2394.5626559257507,0:39:54.562656
2232000,1749901896.4996762,0.010401972569525242,2407.463668823242,0:40:07.463669
2244000,1749901909.4631865,0.010280963033437729,2420.4271790981293,0:40:20.427179
2256000,1749901922.4158745,0.011527827940881252,2433.379867076874,0:40:33.379867
2268000,1749901935.3354356,0.011510101146996021,2446.2994282245636,0:40:46.299428
2280000,1749901948.2720122,0.010348915122449398,2459.2360048294067,0:40:59.236005
2292000,1749901961.1696203,0.007807400077581406,2472.13361287117,0:41:12.133613
2304000,1749901974.0514321,0.010829249396920204,2485.0154247283936,0:41:25.015425
2316000,1749901987.1051102,0.009670919738709927,2498.0691027641296,0:41:38.069103
2328000,1749902000.050252,0.009321147575974464,2511.014244556427,0:41:51.014245
2340000,1749902012.9470928,0.011018503457307816,2523.9110853672028,0:42:03.911085
2352000,1749902025.6117172,0.007568116299808025,2536.5757098197937,0:42:16.575710
2364000,1749902038.4543939,0.009463773109018803,2549.4183864593506,0:42:29.418386
2376000,1749902051.3697321,0.007937850430607796,2562.3337247371674,0:42:42.333725
2388000,1749902064.4417899,0.013734283857047558,2575.4057824611664,0:42:55.405782
2400000,1749902077.479435,0.01634613797068596,2588.4434275627136,0:43:08.443428
2412000,1749902090.366554,0.01511402241885662,2601.330546617508,0:43:21.330547
2424000,1749902103.1854272,0.008949668146669865,2614.149419784546,0:43:34.149420
2436000,1749902115.9787693,0.007719526533037424,2626.9427618980408,0:43:46.942762
2448000,1749902128.7068915,0.012506839819252491,2639.6708841323853,0:43:59.670884
2460000,1749902141.539241,0.0104356799274683,2652.5032336711884,0:44:12.503234
2472000,1749902154.435262,0.012370696291327477,2665.3992545604706,0:44:25.399255
2484000,1749902167.3198175,0.01000785268843174,2678.2838101387024,0:44:38.283810
2496000,1749902180.2689006,0.011381784453988075,2691.232893228531,0:44:51.232893
2508000,1749902193.211657,0.010736247524619102,2704.1756496429443,0:45:04.175650
2520000,1749902205.849703,0.013791477307677269,2716.813695669174,0:45:16.813696
2532000,1749902218.6767526,0.01337770838290453,2729.640745162964,0:45:29.640745
2544000,1749902231.7144895,0.009770618751645088,2742.678482055664,0:45:42.678482
2556000,1749902244.8697567,0.01145881973206997,2755.833749294281,0:45:55.833749
2568000,1749902257.8867357,0.011315429583191872,2768.8507282733917,0:46:08.850728
2580000,1749902270.815446,0.012431412935256958,2781.779438495636,0:46:21.779438
2592000,1749902283.6156354,0.010706515051424503,2794.5796279907227,0:46:34.579628
2604000,1749902296.394666,0.007924964651465416,2807.35865855217,0:46:47.358659
2616000,1749902309.143747,0.009918181225657463,2820.107739686966,0:47:00.107740
2628000,1749902321.8491757,0.010596341453492641,2832.813168287277,0:47:12.813168
2640000,1749902334.5958958,0.008244621567428112,2845.5598883628845,0:47:25.559888
2652000,1749902347.369445,0.009735899977385998,2858.333437681198,0:47:38.333438
2664000,1749902360.0116174,0.01048239879310131,2870.9756100177765,0:47:50.975610
2676000,1749902372.71148,0.010947111062705517,2883.67547249794,0:48:03.675472
2688000,1749902385.154517,0.00801639724522829,2896.118509531021,0:48:16.118510
2700000,1749902397.9513085,0.01258120872080326,2908.9153010845184,0:48:28.915301
2712000,1749902410.7574565,0.011816213838756084,2921.721449136734,0:48:41.721449
2724000,1749902423.7407439,0.00962901022285223,2934.704736471176,0:48:54.704736
2736000,1749902436.776856,0.012638069689273834,2947.7408485412598,0:49:07.740849
2748000,1749902449.6586323,0.00823787972331047,2960.622624874115,0:49:20.622625
2760000,1749902462.52154,0.011987024918198586,2973.4855325222015,0:49:33.485533
2772000,1749902475.352057,0.00878896750509739,2986.3160495758057,0:49:46.316050
2784000,1749902488.1167123,0.011574815027415752,2999.0807049274445,0:49:59.080705
2796000,1749902500.8419363,0.00936648715287447,3011.8059289455414,0:50:11.805929
2808000,1749902513.5667233,0.010825496166944504,3024.530715942383,0:50:24.530716
2820000,1749902526.2953663,0.011580156162381172,3037.259358882904,0:50:37.259359
2832000,1749902539.080275,0.014169414527714252,3050.044267654419,0:50:50.044268
2844000,1749902551.7320538,0.011288807727396488,3062.6960463523865,0:51:02.696046
2856000,1749902564.1382446,0.010530747473239899,3075.102237224579,0:51:15.102237
2868000,1749902576.9093304,0.011926773935556412,3087.8733229637146,0:51:27.873323
2880000,1749902589.771377,0.008040258660912514,3100.735369682312,0:51:40.735370
2892000,1749902602.8078475,0.011096345260739326,3113.77184009552,0:51:53.771840
2904000,1749902616.0330787,0.013013328425586224,3126.9970712661743,0:52:06.997071
2916000,1749902629.6940677,0.012514548376202583,3140.658060312271,0:52:20.658060
2928000,1749902643.306945,0.010659604333341122,3154.270937681198,0:52:34.270938
2940000,1749902657.2632973,0.011252316646277905,3168.227289915085,0:52:48.227290
2952000,1749902672.3737745,0.01169447973370552,3183.337767124176,0:53:03.337767
2964000,1749902687.523537,0.015245537273585796,3198.48752951622,0:53:18.487530
2976000,1749902702.6104548,0.01024220883846283,3213.5744473934174,0:53:33.574447
2988000,1749902717.8997784,0.012206105515360832,3228.8637709617615,0:53:48.863771
3000000,1749902732.5856788,0.012797296047210693,3243.5496714115143,0:54:03.549671
3012000,1749902747.1014552,0.008603914640843868,3258.065447807312,0:54:18.065448
3024000,1749902760.8856468,0.010753411799669266,3271.849639415741,0:54:31.849639
3036000,1749902773.8477204,0.012242819182574749,3284.8117129802704,0:54:44.811713
3048000,1749902786.8829162,0.014004689641296864,3297.8469088077545,0:54:57.846909
3060000,1749902799.9235947,0.01810871995985508,3310.8875873088837,0:55:10.887587
3072000,1749902812.745995,0.01222454197704792,3323.709987640381,0:55:23.709988
3084000,1749902825.4782784,0.011558447033166885,3336.4422709941864,0:55:36.442271
3096000,1749902838.2092006,0.016086939722299576,3349.173193216324,0:55:49.173193
3108000,1749902850.9177666,0.013385738246142864,3361.8817591667175,0:56:01.881759
3120000,1749902863.5638576,0.01002493780106306,3374.527850151062,0:56:14.527850
3132000,1749902876.216464,0.010004010051488876,3387.180456638336,0:56:27.180457
3144000,1749902888.8919988,0.01136020664125681,3399.8559913635254,0:56:39.855991
3156000,1749902901.4701974,0.011623455211520195,3412.4341900348663,0:56:52.434190
3168000,1749902913.8446088,0.016580132767558098,3424.8086013793945,0:57:04.808601
3180000,1749902926.4417338,0.010262120515108109,3437.4057264328003,0:57:17.405726
3192000,1749902939.1686316,0.01025344803929329,3450.1326241493225,0:57:30.132624
3204000,1749902952.1585903,0.01103769801557064,3463.122582912445,0:57:43.122583
3216000,1749902964.8886437,0.015704456716775894,3475.8526363372803,0:57:55.852636
3228000,1749902977.5538383,0.013825973495841026,3488.517830848694,0:58:08.517831
3240000,1749902990.1953914,0.009423579089343548,3501.1593840122223,0:58:21.159384
3252000,1749903002.8937025,0.015439567156136036,3513.8576951026917,0:58:33.857695
3264000,1749903015.5437942,0.01565765030682087,3526.5077867507935,0:58:46.507787
3276000,1749903028.2305937,0.009012328460812569,3539.194586277008,0:58:59.194586
3288000,1749903041.0190222,0.011134547181427479,3551.983014822006,0:59:11.983015
3300000,1749903053.9050434,0.009566224180161953,3564.869035959244,0:59:24.869036
