step,wall_time,train_policy_objective,relative_seconds,relative_time
24000,1749628166.4004376,0.024168195202946663,0.0,0:00:00
36000,1749628179.7503407,0.02628922462463379,13.349903106689453,0:00:13.349903
48000,1749628193.104892,0.0287473164498806,26.70445442199707,0:00:26.704454
60000,1749628206.939631,0.031223485246300697,40.53919339179993,0:00:40.539193
72000,1749628220.447384,0.036475181579589844,54.04694652557373,0:00:54.046947
84000,1749628234.0861015,0.03613555058836937,67.68566393852234,0:01:07.685664
96000,1749628247.7985182,0.041966475546360016,81.39808058738708,0:01:21.398081
108000,1749628261.0614944,0.04183616489171982,94.66105675697327,0:01:34.661057
120000,1749628274.5769405,0.049330249428749084,108.17650294303894,0:01:48.176503
132000,1749628290.4722934,0.05577097088098526,124.07185578346252,0:02:04.071856
144000,1749628304.3012903,0.06469280272722244,137.9008526802063,0:02:17.900853
156000,1749628317.9342344,0.06756722927093506,151.53379678726196,0:02:31.533797
168000,1749628331.3997066,0.04087556526064873,164.99926900863647,0:02:44.999269
180000,1749628344.8379855,0.06213466823101044,178.4375479221344,0:02:58.437548
192000,1749628358.321808,0.04395241290330887,191.92137050628662,0:03:11.921371
204000,1749628372.0942812,0.04935448616743088,205.69384360313416,0:03:25.693844
216000,1749628385.6025603,0.0492846742272377,219.20212268829346,0:03:39.202123
228000,1749628399.0710678,0.054217834025621414,232.6706302165985,0:03:52.670630
240000,1749628412.3524966,0.045446883887052536,245.95205903053284,0:04:05.952059
252000,1749628425.6058352,0.051413796842098236,259.205397605896,0:04:19.205398
264000,1749628439.0322812,0.05325620621442795,272.63184356689453,0:04:32.631844
276000,1749628452.5321255,0.05331549048423767,286.1316878795624,0:04:46.131688
288000,1749628466.0966103,0.05930153280496597,299.6961727142334,0:04:59.696173
300000,1749628479.7062318,0.04779736325144768,313.3057942390442,0:05:13.305794
312000,1749628493.3516152,0.04857807233929634,326.9511775970459,0:05:26.951178
324000,1749628506.888263,0.0551876537501812,340.48782539367676,0:05:40.487825
336000,1749628520.721628,0.05718543380498886,354.32119035720825,0:05:54.321190
348000,1749628534.4066682,0.05924835056066513,368.00623059272766,0:06:08.006231
360000,1749628547.8705535,0.04951205104589462,381.4701159000397,0:06:21.470116
372000,1749628561.5348556,0.049142029136419296,395.13441801071167,0:06:35.134418
384000,1749628574.9078162,0.05687201768159866,408.50737857818604,0:06:48.507379
396000,1749628588.5298202,0.05303386598825455,422.12938261032104,0:07:02.129383
408000,1749628602.1165245,0.05007695034146309,435.71608686447144,0:07:15.716087
420000,1749628616.0223408,0.025297435000538826,449.62190318107605,0:07:29.621903
432000,1749628629.8893788,0.057993341237306595,463.48894119262695,0:07:43.488941
444000,1749628643.2587514,0.0511380098760128,476.8583137989044,0:07:56.858314
456000,1749628656.9117706,0.05760855972766876,490.511332988739,0:08:10.511333
468000,1749628670.4165409,0.047716688364744186,504.0161032676697,0:08:24.016103
480000,1749628683.742475,0.048213858157396317,517.3420374393463,0:08:37.342037
492000,1749628697.205323,0.04640970006585121,530.8048853874207,0:08:50.804885
504000,1749628710.7032194,0.058990489691495895,544.3027818202972,0:09:04.302782
516000,1749628724.0488067,0.05302006006240845,557.6483690738678,0:09:17.648369
528000,1749628737.6862419,0.04918365553021431,571.285804271698,0:09:31.285804
540000,1749628751.3684044,0.04296146705746651,584.9679667949677,0:09:44.967967
552000,1749628764.9313126,0.046908214688301086,598.5308749675751,0:09:58.530875
564000,1749628778.6032677,0.04833439737558365,612.2028300762177,0:10:12.202830
576000,1749628792.4758568,0.045704081654548645,626.0754191875458,0:10:26.075419
588000,1749628806.4598057,0.05873844400048256,640.0593681335449,0:10:40.059368
600000,1749628820.2093441,0.05400843918323517,653.8089065551758,0:10:53.808907
612000,1749628833.8880312,0.05486363545060158,667.4875936508179,0:11:07.487594
624000,1749628847.9388137,0.047299575060606,681.5383760929108,0:11:21.538376
636000,1749628861.7235074,0.05143241956830025,695.3230698108673,0:11:35.323070
648000,1749628875.3406317,0.054956868290901184,708.9401941299438,0:11:48.940194
660000,1749628888.91987,0.05473741516470909,722.5194323062897,0:12:02.519432
672000,1749628905.7686307,0.04909944534301758,739.3681931495667,0:12:19.368193
684000,1749628919.3230762,0.04877704754471779,752.9226386547089,0:12:32.922639
696000,1749628932.7602305,0.05416613817214966,766.3597929477692,0:12:46.359793
708000,1749628946.314891,0.04036077484488487,779.9144535064697,0:12:59.914454
720000,1749628959.8838625,0.05170147120952606,793.4834249019623,0:13:13.483425
732000,1749628973.6735625,0.04120101407170296,807.2731249332428,0:13:27.273125
744000,1749628987.2781413,0.04738690331578255,820.877703666687,0:13:40.877704
756000,1749629000.813173,0.05269544571638107,834.4127354621887,0:13:54.412735
768000,1749629014.0607824,0.045501142740249634,847.6603448390961,0:14:07.660345
780000,1749629027.3082962,0.0515129491686821,860.9078586101532,0:14:20.907859
792000,1749629040.5031278,0.040820859372615814,874.1026902198792,0:14:34.102690
804000,1749629053.9727478,0.05047962814569473,887.5723102092743,0:14:47.572310
816000,1749629067.3918502,0.048639003187417984,900.9914126396179,0:15:00.991413
828000,1749629080.7815387,0.0424700491130352,914.3811011314392,0:15:14.381101
840000,1749629094.314416,0.0464186817407608,927.9139783382416,0:15:27.913978
852000,1749629107.6937022,0.03935764729976654,941.2932646274567,0:15:41.293265
864000,1749629121.0965874,0.04651542007923126,954.6961498260498,0:15:54.696150
876000,1749629134.5550919,0.04268534854054451,968.1546542644501,0:16:08.154654
888000,1749629147.8281665,0.041051849722862244,981.4277288913727,0:16:21.427729
900000,1749629161.41296,0.04343849793076515,995.0125224590302,0:16:35.012522
912000,1749629174.7498662,0.03748997673392296,1008.349428653717,0:16:48.349429
924000,1749629188.5452445,0.03864603862166405,1022.1448068618774,0:17:02.144807
936000,1749629201.860619,0.04214354604482651,1035.4601814746857,0:17:15.460181
948000,1749629215.382394,0.034324344247579575,1048.9819564819336,0:17:28.981956
960000,1749629228.9918418,0.04672536626458168,1062.5914041996002,0:17:42.591404
972000,1749629242.072996,0.0372195728123188,1075.6725583076477,0:17:55.672558
984000,1749629254.990874,0.04031064733862877,1088.5904364585876,0:18:08.590436
996000,1749629268.2686205,0.025523420423269272,1101.8681828975677,0:18:21.868183
1008000,1749629281.9998574,0.030097607523202896,1115.5994198322296,0:18:35.599420
1020000,1749629295.5259988,0.027628954499959946,1129.1255612373352,0:18:49.125561
1032000,1749629308.9609106,0.03617062047123909,1142.5604729652405,0:19:02.560473
1044000,1749629322.532952,0.03520360216498375,1156.1325144767761,0:19:16.132514
1056000,1749629335.6268122,0.03333844617009163,1169.2263746261597,0:19:29.226375
1068000,1749629348.9822865,0.021415812894701958,1182.581848859787,0:19:42.581849
1080000,1749629362.4810665,0.0180440042167902,1196.0806288719177,0:19:56.080629
1092000,1749629375.8489923,0.025408968329429626,1209.4485547542572,0:20:09.448555
1104000,1749629389.2395692,0.033900272101163864,1222.8391315937042,0:20:22.839132
1116000,1749629403.0963492,0.021091734990477562,1236.6959116458893,0:20:36.695912
1128000,1749629416.6006024,0.02608361653983593,1250.2001647949219,0:20:50.200165
1140000,1749629429.9311233,0.019360600039362907,1263.5306856632233,0:21:03.530686
1152000,1749629443.5083966,0.016444368287920952,1277.1079590320587,0:21:17.107959
1164000,1749629457.0877476,0.01997816190123558,1290.6873099803925,0:21:30.687310
1176000,1749629470.6208878,0.025535235181450844,1304.2204501628876,0:21:44.220450
1188000,1749629483.9398704,0.01971248909831047,1317.5394327640533,0:21:57.539433
1200000,1749629497.4913335,0.017491059377789497,1331.0908958911896,0:22:11.090896
1212000,1749629513.8311925,0.01697641797363758,1347.4307548999786,0:22:27.430755
1224000,1749629529.0946705,0.015931395813822746,1362.6942329406738,0:22:42.694233
1236000,1749629544.1426654,0.019382143393158913,1377.7422277927399,0:22:57.742228
1248000,1749629557.833991,0.016773894429206848,1391.4335534572601,0:23:11.433553
1260000,1749629571.1303833,0.015124600380659103,1404.7299456596375,0:23:24.729946
1272000,1749629584.4391077,0.013443869538605213,1418.0386700630188,0:23:38.038670
1284000,1749629597.8195508,0.01049838401377201,1431.4191131591797,0:23:51.419113
1296000,1749629611.3071232,0.03170830383896828,1444.906685590744,0:24:04.906686
1308000,1749629624.7868464,0.017644794657826424,1458.3864088058472,0:24:18.386409
1320000,1749629638.208507,0.013470041565597057,1471.8080694675446,0:24:31.808069
1332000,1749629651.6088612,0.017991073429584503,1485.208423614502,0:24:45.208424
1344000,1749629665.0007548,0.014399796724319458,1498.6003172397614,0:24:58.600317
1356000,1749629678.557755,0.011178632266819477,1512.1573173999786,0:25:12.157317
1368000,1749629691.9813855,0.018690090626478195,1525.5809478759766,0:25:25.580948
1380000,1749629705.4580827,0.018711891025304794,1539.0576450824738,0:25:39.057645
1392000,1749629718.9389868,0.017774268984794617,1552.5385491847992,0:25:52.538549
1404000,1749629732.5640259,0.01167724747210741,1566.1635882854462,0:26:06.163588
1416000,1749629746.0641646,0.01633688621222973,1579.6637270450592,0:26:19.663727
1428000,1749629759.4253666,0.017095215618610382,1593.0249290466309,0:26:33.024929
1440000,1749629772.78806,0.012521963566541672,1606.3876223564148,0:26:46.387622
1452000,1749629786.3562317,0.014665266498923302,1619.955794095993,0:26:59.955794
1464000,1749629799.7234652,0.014966077171266079,1633.3230276107788,0:27:13.323028
1476000,1749629813.3609169,0.015854431316256523,1646.960479259491,0:27:26.960479
1488000,1749629827.126294,0.014209742657840252,1660.7258563041687,0:27:40.725856
1500000,1749629840.5743887,0.011582935228943825,1674.1739511489868,0:27:54.173951
1512000,1749629854.0780735,0.014681683853268623,1687.6776359081268,0:28:07.677636
1524000,1749629867.2566338,0.016195740550756454,1700.8561961650848,0:28:20.856196
1536000,1749629880.9370375,0.0152842216193676,1714.5365998744965,0:28:34.536600
1548000,1749629894.3915966,0.01651761308312416,1727.9911589622498,0:28:47.991159
1560000,1749629907.8745413,0.009704887866973877,1741.4741036891937,0:29:01.474104
1572000,1749629921.4665918,0.016719086095690727,1755.066154241562,0:29:15.066154
1584000,1749629934.8966014,0.020666778087615967,1768.4961638450623,0:29:28.496164
1596000,1749629948.15888,0.01680297590792179,1781.758442401886,0:29:41.758442
1608000,1749629961.3371575,0.021241912618279457,1794.9367198944092,0:29:54.936720
1620000,1749629975.021791,0.01670699566602707,1808.6213533878326,0:30:08.621353
1632000,1749629988.4919043,0.021497920155525208,1822.091466665268,0:30:22.091467
1644000,1749630002.0868807,0.013753777369856834,1835.6864430904388,0:30:35.686443
1656000,1749630015.6528614,0.017079094424843788,1849.2524237632751,0:30:49.252424
1668000,1749630029.0954485,0.01447109505534172,1862.6950109004974,0:31:02.695011
1680000,1749630042.6986952,0.01355393324047327,1876.2982575893402,0:31:16.298258
1692000,1749630056.7275004,0.015054643154144287,1890.32706284523,0:31:30.327063
1704000,1749630070.4011605,0.020216189324855804,1904.0007228851318,0:31:44.000723
1716000,1749630083.9332335,0.01828179508447647,1917.532795906067,0:31:57.532796
1728000,1749630097.241864,0.02090590074658394,1930.841426372528,0:32:10.841426
1740000,1749630110.6276217,0.011937499977648258,1944.2271840572357,0:32:24.227184
1752000,1749630124.12365,0.018922487273812294,1957.723212480545,0:32:37.723212
1764000,1749630137.4786847,0.016990166157484055,1971.0782470703125,0:32:51.078247
1776000,1749630150.985207,0.01629306562244892,1984.584769487381,0:33:04.584769
1788000,1749630164.6114123,0.0157226100564003,1998.2109746932983,0:33:18.210975
1800000,1749630177.7883937,0.012511590495705605,2011.3879561424255,0:33:31.387956
1812000,1749630191.1536858,0.014769014902412891,2024.7532482147217,0:33:44.753248
1824000,1749630204.6222007,0.015263396315276623,2038.2217631340027,0:33:58.221763
1836000,1749630218.8352664,0.009522955864667892,2052.4348287582397,0:34:12.434829
1848000,1749630233.9228232,0.020755376666784286,2067.522385597229,0:34:27.522386
1860000,1749630247.782534,0.017512204125523567,2081.3820962905884,0:34:41.382096
1872000,1749630261.269546,0.016216551885008812,2094.869108438492,0:34:54.869108
1884000,1749630274.8537905,0.016298392787575722,2108.4533529281616,0:35:08.453353
1896000,1749630288.3496394,0.017155542969703674,2121.949201822281,0:35:21.949202
1908000,1749630302.2283287,0.018771931529045105,2135.827891111374,0:35:35.827891
1920000,1749630315.7592056,0.010924214497208595,2149.3587679862976,0:35:49.358768
1932000,1749630328.8289003,0.014113188721239567,2162.428462743759,0:36:02.428463
1944000,1749630342.703057,0.014133482240140438,2176.302619457245,0:36:16.302619
1956000,1749630356.210304,0.020674122497439384,2189.8098664283752,0:36:29.809866
1968000,1749630369.6782873,0.018869498744606972,2203.277849674225,0:36:43.277850
1980000,1749630382.9066956,0.017957817763090134,2216.5062580108643,0:36:56.506258
1992000,1749630396.3244915,0.01731415092945099,2229.9240539073944,0:37:09.924054
2004000,1749630409.707219,0.013442338444292545,2243.3067812919617,0:37:23.306781
2016000,1749630423.297389,0.01984480768442154,2256.8969514369965,0:37:36.896951
2028000,1749630437.0409334,0.008186646737158298,2270.64049577713,0:37:50.640496
2040000,1749630450.4167178,0.0201400313526392,2284.0162801742554,0:38:04.016280
2052000,1749630463.9645307,0.0100858760997653,2297.5640931129456,0:38:17.564093
2064000,1749630477.4962666,0.02530653402209282,2311.0958290100098,0:38:31.095829
2076000,1749630490.923425,0.02223159372806549,2324.5229873657227,0:38:44.522987
2088000,1749630504.125865,0.01742291823029518,2337.725427389145,0:38:57.725427
2100000,1749630517.4880252,0.009144622832536697,2351.087587594986,0:39:11.087588
2112000,1749630530.7082362,0.014265770092606544,2364.3077986240387,0:39:24.307799
2124000,1749630544.222206,0.014320069923996925,2377.8217685222626,0:39:37.821769
2136000,1749630557.6072876,0.010335338301956654,2391.20685005188,0:39:51.206850
2148000,1749630571.0795386,0.017422210425138474,2404.6791009902954,0:40:04.679101
2160000,1749630584.4587946,0.012404647655785084,2418.058357000351,0:40:18.058357
2172000,1749630597.7157865,0.012284225784242153,2431.3153488636017,0:40:31.315349
2184000,1749630611.2157695,0.010280061513185501,2444.8153319358826,0:40:44.815332
2196000,1749630624.7541535,0.016580728814005852,2458.3537158966064,0:40:58.353716
2208000,1749630638.1837838,0.0150972381234169,2471.7833461761475,0:41:11.783346
2220000,1749630651.8525052,0.018107106909155846,2485.4520676136017,0:41:25.452068
2232000,1749630665.4495778,0.029255621135234833,2499.04914021492,0:41:39.049140
2244000,1749630679.1337085,0.015869995579123497,2512.73327088356,0:41:52.733271
2256000,1749630693.058237,0.015151292085647583,2526.6577994823456,0:42:06.657799
2268000,1749630706.433489,0.014593048021197319,2540.0330514907837,0:42:20.033051
2280000,1749630720.0674517,0.01620951108634472,2553.6670141220093,0:42:33.667014
2292000,1749630733.4432375,0.014612131752073765,2567.042799949646,0:42:47.042800
2304000,1749630746.8670137,0.012446271255612373,2580.4665760993958,0:43:00.466576
2316000,1749630760.3701236,0.0185977965593338,2593.9696860313416,0:43:13.969686
2328000,1749630773.8004932,0.013814066536724567,2607.4000556468964,0:43:27.400056
2340000,1749630787.389601,0.01429567951709032,2620.9891633987427,0:43:40.989163
2352000,1749630800.8291035,0.019546009600162506,2634.4286658763885,0:43:54.428666
2364000,1749630814.2533844,0.013470315374433994,2647.8529467582703,0:44:07.852947
2376000,1749630827.692232,0.017723068594932556,2661.2917943000793,0:44:21.291794
2388000,1749630841.0662608,0.014894265681505203,2674.6658232212067,0:44:34.665823
2400000,1749630854.3807998,0.013717816211283207,2687.980362176895,0:44:47.980362
2412000,1749630867.820158,0.02160470560193062,2701.4197204113007,0:45:01.419720
2424000,1749630881.20192,0.022036682814359665,2714.801482439041,0:45:14.801482
2436000,1749630894.531542,0.01668921485543251,2728.1311044692993,0:45:28.131104
2448000,1749630908.260878,0.01801152527332306,2741.86044049263,0:45:41.860440
2460000,1749630921.6208704,0.016026780009269714,2755.2204327583313,0:45:55.220433
2472000,1749630935.2025719,0.01821662113070488,2768.8021342754364,0:46:08.802134
2484000,1749630948.743228,0.013493530452251434,2782.342790365219,0:46:22.342790
2496000,1749630962.3055708,0.018458692356944084,2795.9051332473755,0:46:35.905133
2508000,1749630975.6319613,0.015658589079976082,2809.2315237522125,0:46:49.231524
2520000,1749630988.9568455,0.022187435999512672,2822.556407928467,0:47:02.556408
2532000,1749631002.58696,0.019931815564632416,2836.1865224838257,0:47:16.186522
2544000,1749631016.0393565,0.012066761963069439,2849.638918876648,0:47:29.638919
2556000,1749631029.5701895,0.013185165822505951,2863.169751882553,0:47:43.169752
2568000,1749631043.1375427,0.016718212515115738,2876.7371051311493,0:47:56.737105
2580000,1749631056.5183487,0.022804297506809235,2890.1179111003876,0:48:10.117911
2592000,1749631070.1752374,0.01909215748310089,2903.774799823761,0:48:23.774800
2604000,1749631083.7551107,0.014310736209154129,2917.3546731472015,0:48:37.354673
2616000,1749631097.0657058,0.015105362981557846,2930.6652681827545,0:48:50.665268
2628000,1749631110.6610804,0.019106661900877953,2944.2606427669525,0:49:04.260643
2640000,1749631124.298993,0.015527786687016487,2957.8985555171967,0:49:17.898556
2652000,1749631138.0018532,0.02209879644215107,2971.6014156341553,0:49:31.601416
2664000,1749631151.5107334,0.01811813935637474,2985.1102957725525,0:49:45.110296
2676000,1749631165.3001554,0.01155770756304264,2998.89971780777,0:49:58.899718
2688000,1749631178.831846,0.013894407078623772,3012.431408405304,0:50:12.431408
2700000,1749631192.357675,0.014413725584745407,3025.957237482071,0:50:25.957237
2712000,1749631205.9578805,0.01003279723227024,3039.5574429035187,0:50:39.557443
2724000,1749631219.3988533,0.016556870192289352,3052.998415708542,0:50:52.998416
2736000,1749631232.7336035,0.020888645201921463,3066.333165884018,0:51:06.333166
2748000,1749631246.0543163,0.010296352207660675,3079.6538786888123,0:51:19.653879
2760000,1749631259.8433602,0.025953954085707664,3093.442922592163,0:51:33.442923
2772000,1749631273.1267564,0.015502365306019783,3106.726318836212,0:51:46.726319
2784000,1749631286.6368449,0.01589517667889595,3120.2364072799683,0:52:00.236407
2796000,1749631299.9236498,0.016763826832175255,3133.5232121944427,0:52:13.523212
2808000,1749631313.6728814,0.01664060354232788,3147.2724437713623,0:52:27.272444
2820000,1749631326.881586,0.019933899864554405,3160.481148481369,0:52:40.481148
2832000,1749631340.1315274,0.015502231195569038,3173.7310898303986,0:52:53.731090
2844000,1749631353.5924761,0.0127269821241498,3187.192038536072,0:53:07.192039
2856000,1749631366.7926404,0.015875905752182007,3200.3922028541565,0:53:20.392203
2868000,1749631380.3814914,0.01648169383406639,3213.981053829193,0:53:33.981054
2880000,1749631393.440862,0.016380824148654938,3227.040424346924,0:53:47.040424
2892000,1749631406.6654627,0.01373246032744646,3240.265025138855,0:54:00.265025
2904000,1749631420.090728,0.017609920352697372,3253.69029045105,0:54:13.690290
2916000,1749631432.977516,0.009887976571917534,3266.5770783424377,0:54:26.577078
2928000,1749631446.5608737,0.02081472985446453,3280.160436153412,0:54:40.160436
2940000,1749631459.8436258,0.016928618773818016,3293.44318819046,0:54:53.443188
2952000,1749631473.4220846,0.009383014403283596,3307.021646976471,0:55:07.021647
2964000,1749631487.048312,0.01362054143100977,3320.647874355316,0:55:20.647874
2976000,1749631500.7386842,0.014192793518304825,3334.3382465839386,0:55:34.338247
2988000,1749631514.847824,0.012375929392874241,3348.4473865032196,0:55:48.447387
3000000,1749631528.7931018,0.01865025982260704,3362.392664194107,0:56:02.392664
3012000,1749631542.2710252,0.00899711437523365,3375.8705875873566,0:56:15.870588
3024000,1749631555.9501755,0.018947072327136993,3389.549737930298,0:56:29.549738
3036000,1749631569.5113962,0.018104039132595062,3403.1109585762024,0:56:43.110959
3048000,1749631582.8957987,0.015745040029287338,3416.4953610897064,0:56:56.495361
3060000,1749631596.918993,0.017718130722641945,3430.5185554027557,0:57:10.518555
3072000,1749631610.3191512,0.014356700703501701,3443.918713569641,0:57:23.918714
3084000,1749631623.9263508,0.019793307408690453,3457.5259132385254,0:57:37.525913
3096000,1749631637.4777236,0.026159321889281273,3471.07728600502,0:57:51.077286
3108000,1749631650.9095886,0.021554715931415558,3484.509150981903,0:58:04.509151
3120000,1749631664.4246771,0.02619255520403385,3498.0242395401,0:58:18.024240
3132000,1749631678.147139,0.014453580603003502,3511.746701478958,0:58:31.746701
3144000,1749631691.6154373,0.01334026176482439,3525.2149996757507,0:58:45.215000
3156000,1749631705.1276443,0.016411995515227318,3538.7272067070007,0:58:58.727207
3168000,1749631718.9303143,0.01602664403617382,3552.5298767089844,0:59:12.529877
3180000,1749631732.345817,0.024868281558156013,3565.9453794956207,0:59:25.945379
